id	wl-id	experiment	topic	intruder-idx	word-0	word-1	word-2	word-3	word-4	word-5
6	0	wiki.ru:dll:10k-100:p/lda:trunc50	8	5	карьера	клуб	выступать	игра	мир	советский
6	1	wiki.ru:dll:10k-100:p/lda:trunc50	2	4	отношение	японский	немецкий	страна	использовать	между
6	2	wiki.ru:dll:10k-100:p/lda:trunc50	19	4	семейство	описание	около	растение	реестр	род
6	3	wiki.ru:dll:10k-100:p/lda:trunc50	15	4	провинция	испания	автономный	муниципалитет	сельский	штат
6	4	wiki.ru:dl:10k-100:p/lda:trunc50	1	2	основе	системы	семейства	система	используется	термин
6	5	wiki.ru:dll:10k-100:p/lda:trunc50	12	1	метр	российский	городской	география	остров	посёлок
6	6	wiki.ru:dl:10k-100:p/lda:trunc50	13	1	род	данным	семейства	группы	описание	рода
6	7	wiki.ru:dl:10k-100:p/lda:trunc50	19	4	украины	совет	муниципалитет	село	земле	переписи
6	8	wiki.ru:dll:10k-100:p/lda:trunc50	17	2	форма	использовать	география	использоваться	представлять	термин
6	9	wiki.ru:dl:10k-100:p/lda:trunc50	7	4	века	н	ii	империи	официальный	э
6	10	wiki.ru:dll:10k-100:p/lda:trunc50	11	5	современный	считаться	культура	главный	период	происходить
6	11	wiki.ru:dl:10k-100:p/lda:trunc50	16	2	официальный	коммуна	поселение	земле	германии	года)
6	12	wiki.ru:dl:10k-100:p/lda:trunc50	5	1	поселение	муниципалитет	сельского	деревня	берегу	поселения
6	13	wiki.ru:dll:10k-100:p/lda:trunc50	3	0	длина	американский	французский	сша	семья	церковь
6	14	wiki.ru:dll:10k-100:p/lda:trunc50	16	0	немецкий	почтовый	украина	код	совет	индекс
6	15	wiki.ru:dl:10k-100:p/lda:trunc50	18	0	призёр	де	страны	основан	клуб	итальянский
6	16	wiki.ru:dll:10k-100:p/lda:trunc50	6	1	век	муниципалитет	род	происходить	язык	сын
6	17	wiki.ru:dl:10k-100:p/lda:trunc50	14	3	карьера	американский	футболист	переписи	клуба	начал
6	18	wiki.ru:dll:10k-100:p/lda:trunc50	5	0	около	улица	пункт	альбом	населённых	группа
6	19	wiki.ru:dl:10k-100:p/lda:trunc50	6	4	пунктов	войны	герой	населённых	провинции	участник
6	20	wiki.ru:dll:10k-100:p/lda:trunc50	14	0	советский	реестр	берег	протекать	водный	длина
6	21	wiki.ru:dll:10k-100:p/lda:trunc50	9	4	великий	советский	армия	война	индекс	военный
6	22	wiki.ru:dl:10k-100:p/lda:trunc50	10	5	группа	соединение	свойства	физические	образует	семейства
6	23	wiki.ru:dl:10k-100:p/lda:trunc50	2	5	располагается	провинции	плотность	италии	индекс	юге
6	24	wiki.ru:dll:10k-100:p/lda:trunc50	10	0	отношение	компания	станция	система	линия	железнодорожный
6	25	wiki.ru:dll:10k-100:p/lda:trunc50	7	2	департамент	регион	советский	кантона	франция	коммуна
6	26	wiki.ru:dll:10k-100:p/lda:trunc50	13	0	штат	сельский	деревня	образование	муниципальный	поселение
6	27	wiki.ru:dll:10k-100:p/lda:trunc50	4	5	различный	организация	развитие	цель	исследование	фильм
6	28	wiki.ru:dll:10k-100:p/lda:trunc50	0	2	деятель	российский	семейство	советский	род	окончить
6	29	wiki.ru:dl:10k-100:p/lda:trunc50	3	2	бразилии	штата	века	муниципалитет	фильм	штат
6	30	wiki.ru:dl:10k-100:p/lda:trunc50	15	4	дороги	станция	станции	линии	честь	железнодорожная
6	31	wiki.ru:dl:10k-100:p/lda:trunc50	4	3	согласно	сша	данным	коммуна	округе	переписи
6	32	wiki.ru:dl:10k-100:p/lda:trunc50	9	0	германии	севере	острова	язык	юге	языка
6	33	wiki.ru:dl:10k-100:p/lda:trunc50	12	5	семье	российский	род	деятель	советский	португалии
6	34	wiki.ru:dll:10k-100:p/lda:trunc50	18	3	коммуна	официальный	земля	клуб	германия	года)
6	35	wiki.ru:dl:10k-100:p/lda:trunc50	11	2	см	иногда	штата	тела	длина	очень
6	36	wiki.ru:dll:10k-100:p/lda:trunc50	1	2	американский	значение	окончить	сюжет	роль	фильм
6	37	wiki.ru:dl:10k-100:p/lda:trunc50	17	4	призёр	мира	игр	олимпийских	линии	чемпион
6	38	wiki.ru:dl:10k-100:p/lda:trunc50	8	1	коммуна	герой	коммуны	департамент	франции	значения
6	39	wiki.ru:dl:10k-100:p/lda:trunc50	0	3	муниципалитета	делению	честь	плотность	назван	португалии
