id	wl-id	experiment	topic	intruder-idx	word-0	word-1	word-2	word-3	word-4	word-5
3	0	wiki.ru:dl/lda:trunc50:big	52	2	издание	издания	созданный	средства	выходит	журнал
3	1	wiki.ru:dl/lda:trunc50:big	42	4	небольшие	друг	обороны	другом	составе	британского
3	2	wiki.ru:dl/lda:trunc50:big	0	1	в	на	по	с	и	на
3	3	wiki.ru:dll/lda:trunc50:big	49	0	участие	поэт	культура	писатель	жизнь	искусство
3	4	wiki.ru:dll/lda:trunc50:big	65	4	транспорт	ростовский	изображение	номер	диалект	устройство
3	5	wiki.ru:dll/lda:trunc50:big	15	1	для	боливия	на	год	и	быть
3	6	wiki.ru:dll/lda:trunc50:big	22	0	пенсильвание	греция	флот	морской	греческий	остров
3	7	wiki.ru:dl/lda:trunc50:big	99	0	над	суда	бога	слово	юрист	перевод
3	8	wiki.ru:dl/lda:trunc50:big	34	5	влиянием	нашей	сильным	дизайн	свободное	уровнем
3	9	wiki.ru:dll/lda:trunc50:big	60	0	общий	диалект	говорить	группа	который	народ
3	10	wiki.ru:dll/lda:trunc50:big	71	3	волость	уезд	московский	автомобиль	губерния	единица
3	11	wiki.ru:dl/lda:trunc50:big	51	4	корпус	должности	мартин	основное	исследования	данная
3	12	wiki.ru:dl/lda:trunc50:big	88	2	безопасности	генеральный	моря	международных	дипломат	глава
3	13	wiki.ru:dll/lda:trunc50:big	67	5	с	физический	кристалл	вода	соединение	движение
3	14	wiki.ru:dl/lda:trunc50:big	81	4	над	метров	уровнем	острова	советской	моря
3	15	wiki.ru:dll/lda:trunc50:big	40	5	дом	проект	быть	здание	построить	вода
3	16	wiki.ru:dl/lda:trunc50:big	59	0	взаимодействия	или	существуют	марка	т	п
3	17	wiki.ru:dll/lda:trunc50:big	4	1	ставропольский	италия	хутор	октябрьский	дата	основание
3	18	wiki.ru:dll/lda:trunc50:big	76	0	редактор	двумя	замок	представить	сторона	средневековый
3	19	wiki.ru:dll/lda:trunc50:big	83	3	наш	до	мифология	улица	дочь	эра
3	20	wiki.ru:dll/lda:trunc50:big	27	3	журнал	объединение	экземпляр	речь	с	модель
3	21	wiki.ru:dl/lda:trunc50:big	80	2	направление	течения	проведения	людей	образ	большинство
3	22	wiki.ru:dll/lda:trunc50:big	29	1	хосе	миллион	аргентина	аргентинский	мадрид	режим
3	23	wiki.ru:dl/lda:trunc50:big	30	0	поселение	значение	используется	содержит	роль	помощью
3	24	wiki.ru:dl/lda:trunc50:big	95	5	против	военного	движения	власти	советской	свойства
3	25	wiki.ru:dll/lda:trunc50:big	23	3	материал	из	стадион	праздник	производство	домашний
3	26	wiki.ru:dll/lda:trunc50:big	87	1	депутат	православный	количество	финляндия	красноярский	председатель
3	27	wiki.ru:dll/lda:trunc50:big	53	2	японский	также	республика	китайский	и	язык
3	28	wiki.ru:dll/lda:trunc50:big	35	3	революционер	инженер	шесть	греческий	изобретатель	македония
3	29	wiki.ru:dll/lda:trunc50:big	69	4	исполнять	который	государство	право	дитя	кметстве
3	30	wiki.ru:dl/lda:trunc50:big	57	1	морской	международном	конструкция	гэс	авиационный	конструкции
3	31	wiki.ru:dl/lda:trunc50:big	18	0	бразилия	компаний	место	группу	групп	крупнейших
3	32	wiki.ru:dl/lda:trunc50:big	26	5	собой	ширина	представляет	метра	вокруг	категории
3	33	wiki.ru:dl/lda:trunc50:big	14	5	памятник	игра	культура	игры	э	список
3	34	wiki.ru:dl/lda:trunc50:big	94	1	горный	годы	средняя	глубина	месторождение	м
3	35	wiki.ru:dl/lda:trunc50:big	27	3	чтобы	символ	биологии	училище	из-за	увеличения
3	36	wiki.ru:dl/lda:trunc50:big	29	2	годы	последние	данная	существования	первые	жизни
3	37	wiki.ru:dll/lda:trunc50:big	73	4	процесс	или	от	и	род	при
3	38	wiki.ru:dll/lda:trunc50:big	2	4	буква	происходить	означать	перевод	высота	слово
3	39	wiki.ru:dl/lda:trunc50:big	4	3	списка	олимпийского	руки	века	учёные	яйца
3	40	wiki.ru:dll/lda:trunc50:big	99	0	почва	уэльс	землевладелец	чиновник	боливия	придворный
3	41	wiki.ru:dll/lda:trunc50:big	37	5	и	родиться	биография	учиться	род	вес
3	42	wiki.ru:dl/lda:trunc50:big	19	1	развития	средняя	целью	организация	общества	организации
3	43	wiki.ru:dl/lda:trunc50:big	61	0	организации	группа	кристаллы	свойства	нм	образует
3	44	wiki.ru:dll/lda:trunc50:big	42	1	февраль	партия	народный	деятель	президент	член
3	45	wiki.ru:dll/lda:trunc50:big	45	4	основа	специальный	быть	принять	государственный	под
3	46	wiki.ru:dl/lda:trunc50:big	91	1	архитектор	символ	расположение	строительство	построен	комплекс
3	47	wiki.ru:dl/lda:trunc50:big	58	4	полк	соединение	армии	участие	власти	сил
3	48	wiki.ru:dll/lda:trunc50:big	44	4	женщина	мужской	победитель	пол	река	женский
3	49	wiki.ru:dl/lda:trunc50:big	93	2	новых	племя	александра	люди	влияние	народа
3	50	wiki.ru:dl/lda:trunc50:big	49	4	род	из	польский	xix	искусств	веке
3	51	wiki.ru:dll/lda:trunc50:big	12	5	род	вид	и	семейство	из	известный
3	52	wiki.ru:dll/lda:trunc50:big	7	5	владелец	крестьянин	частный	участок	предприниматель	лучший
3	53	wiki.ru:dll/lda:trunc50:big	88	1	карелия	основать	озеро	сведение	de	общий
3	54	wiki.ru:dll/lda:trunc50:big	79	5	чтобы	перед	астраханский	внимание	открытие	замок
3	55	wiki.ru:dl/lda:trunc50:big	83	5	широкую	лес	текста	среде	окружающей	«за
3	56	wiki.ru:dll/lda:trunc50:big	21	2	деревня	ф	народный	упоминаться	карта	ленинградский
3	57	wiki.ru:dl/lda:trunc50:big	17	5	они	ли	класс	были	риме	веках
3	58	wiki.ru:dll/lda:trunc50:big	90	4	родиться	советский	год	война	тема	биография
3	59	wiki.ru:dll/lda:trunc50:big	57	5	участница	редактор	задача	дальний	ход	финляндия
3	60	wiki.ru:dll/lda:trunc50:big	24	4	уровень	высота	метр	глубина	месторождение	море
3	61	wiki.ru:dll/lda:trunc50:big	96	3	действие	более	чем	общественный	средство	обладать
3	62	wiki.ru:dl/lda:trunc50:big	56	2	вес	совершил	федерального	международном	представляла	сан-франциско
3	63	wiki.ru:dl/lda:trunc50:big	75	1	между	воды	отношения	америки	и	двумя
3	64	wiki.ru:dll/lda:trunc50:big	38	0	равный	и	компания	предприятие	основать	общество
3	65	wiki.ru:dll/lda:trunc50:big	3	3	поселение	сельский	центр	происходить	район	область
3	66	wiki.ru:dll/lda:trunc50:big	80	2	эпизод	начаться	сообщение	гэс	сезон	строительство
3	67	wiki.ru:dl/lda:trunc50:big	67	2	полное	предприятие	мира	компания	институт	производства
3	68	wiki.ru:dll/lda:trunc50:big	8	2	альбом	песня	памятник	и	год	группа
3	69	wiki.ru:dl/lda:trunc50:big	6	0	т	монастырь	церкви	епископ	русской	церковь
3	70	wiki.ru:dll/lda:trunc50:big	47	0	современный	источник	направление	сила	высокий	свет
3	71	wiki.ru:dl/lda:trunc50:big	96	0	мартин	связи	средств	обеспечения	президента	деятельности
3	72	wiki.ru:dll/lda:trunc50:big	97	0	харьковский	соответственно	бой	чемпионка	равный	вес
3	73	wiki.ru:dll/lda:trunc50:big	9	5	немецкий	мировой	война	команда	второй	станция
3	74	wiki.ru:dll/lda:trunc50:big	11	5	прочий	попасть	разделение	ночной	чувашский	компания
3	75	wiki.ru:dl/lda:trunc50:big	8	0	включён	ниже	правления	вместо	японского	различные
3	76	wiki.ru:dl/lda:trunc50:big	22	5	военный	политик	деятель	государственный	председатель	деятельности
3	77	wiki.ru:dll/lda:trunc50:big	17	2	китай	валентин	средневековый	техника	преобразование	георгиевич
3	78	wiki.ru:dl/lda:trunc50:big	77	3	являются	знак	основными	деревни	зданий	польских
3	79	wiki.ru:dl/lda:trunc50:big	63	4	станция	станции	на	улица	с	линии
3	80	wiki.ru:dll/lda:trunc50:big	28	2	дворянский	род	женщина	конец	век	польский
3	81	wiki.ru:dl/lda:trunc50:big	78	0	или	деревни	поселения	сельского	района	деревня
3	82	wiki.ru:dll/lda:trunc50:big	31	2	транспортный	шведский	событие	автомобиль	погост	новгородский
3	83	wiki.ru:dl/lda:trunc50:big	84	4	живописи	эпохи	искусств	художник	италии	испанский
3	84	wiki.ru:dl/lda:trunc50:big	45	2	культуры	школы	альбом	имени	школа	окончания
3	85	wiki.ru:dll/lda:trunc50:big	48	4	ни	друг	пора	конечный	живёт	посёлке
3	86	wiki.ru:dll/lda:trunc50:big	13	2	книга	из	великобритания	и	автор	один
3	87	wiki.ru:dll/lda:trunc50:big	1	2	новосибирский	университет	астероид	школа	высший	образование
3	88	wiki.ru:dll/lda:trunc50:big	78	0	американский	живой	узел	способный	появляться	природа
3	89	wiki.ru:dl/lda:trunc50:big	13	0	метров	доктор	медицинских	врач	здравоохранения	медицины
3	90	wiki.ru:dl/lda:trunc50:big	71	5	образование	поселения	сельсовет	сельское	поселение	земле
3	91	wiki.ru:dll/lda:trunc50:big	81	0	транспортный	военный	фон	полный	служба	орден
3	92	wiki.ru:dll/lda:trunc50:big	74	2	быть	его	язык	он	из	сын
3	93	wiki.ru:dll/lda:trunc50:big	52	0	владелец	и	система	для	с	игра
3	94	wiki.ru:dll/lda:trunc50:big	94	4	не	практически	даже	попытка	древний	особый
3	95	wiki.ru:dll/lda:trunc50:big	82	5	выходить	передача	сообщение	канал	связь	британский
3	96	wiki.ru:dl/lda:trunc50:big	2	4	веках	женщина	быстро	среднюю	контроля	никогда
3	97	wiki.ru:dll/lda:trunc50:big	46	2	грузия	георгий	как	грузинский	живёт	давид
3	98	wiki.ru:dll/lda:trunc50:big	43	0	предполагаться	редакция	индивидуальный	описывать	деньги	ко
3	99	wiki.ru:dll/lda:trunc50:big	54	0	ранний	княжество	тема	речь	великий	литовский
3	100	wiki.ru:dl/lda:trunc50:big	16	2	во	время	руки	первой	был	войны
3	101	wiki.ru:dll/lda:trunc50:big	95	3	относительно	низкий	несмотреть	предприятие	владение	выхой
3	102	wiki.ru:dl/lda:trunc50:big	82	1	с	персонаж	воде	и	при	или
3	103	wiki.ru:dl/lda:trunc50:big	31	1	сср	поверхности	ссср	года	род	родилась
3	104	wiki.ru:dl/lda:trunc50:big	9	0	года	дня	общий	со	финского	популярность
3	105	wiki.ru:dl/lda:trunc50:big	46	3	воинов	успехов	узбекистана	семейства	лесных	установлен
3	106	wiki.ru:dl/lda:trunc50:big	89	5	рабочей	норвежский	композиции	отряд	русских	советский
3	107	wiki.ru:dll/lda:trunc50:big	19	2	британский	джон	режим	великобритания	лауреат	премия
3	108	wiki.ru:dll/lda:trunc50:big	86	5	гора	парк	на	национальный	горный	биография
3	109	wiki.ru:dl/lda:trunc50:big	54	1	российский	кристаллы	наук	советский	профессор	окончил
3	110	wiki.ru:dl/lda:trunc50:big	37	3	проживают	включён	состояния	то	демография	вода
3	111	wiki.ru:dll/lda:trunc50:big	72	1	картина	владелец	неорганический	свойство	ван	художник
3	112	wiki.ru:dl/lda:trunc50:big	41	2	мира	за	чем	карьера	года	футболист
3	113	wiki.ru:dl/lda:trunc50:big	60	1	км²	медицинских	площадь	озеро	парк	озера
3	114	wiki.ru:dll/lda:trunc50:big	6	2	хабаровский	болото	означать	математик	искусственный	создатель
3	115	wiki.ru:dl/lda:trunc50:big	87	0	советский	разновидность	виде	поверхности	воды	материалов
3	116	wiki.ru:dl/lda:trunc50:big	38	1	герой	верхней	года	биография	родился	советский
3	117	wiki.ru:dl/lda:trunc50:big	21	3	родился	писатель	де	средняя	биография	семье
3	118	wiki.ru:dl/lda:trunc50:big	48	1	сооружения	семьи	отдельные	регионах	верхней	длинные
3	119	wiki.ru:dl/lda:trunc50:big	92	1	училища	общий	описывает	выпускник	список	автомобилей
3	120	wiki.ru:dl/lda:trunc50:big	24	5	в	входит	составе	муниципалитет	население	описывает
3	121	wiki.ru:dll/lda:trunc50:big	25	1	цель	метр	научный	работа	международный	организация
3	122	wiki.ru:dll/lda:trunc50:big	63	0	культура	шести	философия	сербский	возраст	дитя
3	123	wiki.ru:dl/lda:trunc50:big	10	2	ними	диаметром	военное	перед	появление	задача
3	124	wiki.ru:dll/lda:trunc50:big	18	2	футболист	карьера	который	год	клуб	выступать
3	125	wiki.ru:dll/lda:trunc50:big	56	4	залив	побережье	между	отношение	свойство	полуостров
3	126	wiki.ru:dll/lda:trunc50:big	16	3	масса	физика	частица	школьный	теория	специалист
3	127	wiki.ru:dll/lda:trunc50:big	93	1	год	уэльс	российский	биография	советский	ссср
3	128	wiki.ru:dll/lda:trunc50:big	26	5	делать	крымский	tv	пустыня	натуральный	канал
3	129	wiki.ru:dl/lda:trunc50:big	11	1	для	книг	перевозки	кг	оружия	созданный
3	130	wiki.ru:dll/lda:trunc50:big	14	3	фильм	театр	год	пол	сюжет	и
3	131	wiki.ru:dl/lda:trunc50:big	50	5	премьер-министр	европейских	лидер	партии	стран	искусства
